<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2026.06.11	03:45:00	4067.47	4075.52	4064.90	4072.81	3179	0	15
2026.06.11	04:00:00	4072.81	4083.28	4070.21	4082.99	4085	0	15
2026.06.11	04:15:00	4082.99	4085.49	4076.42	4077.71	3681	0	15
2026.06.11	04:30:00	4077.71	4083.93	4074.77	4082.02	3589	0	15
2026.06.11	04:45:00	4082.02	4085.89	4079.53	4082.89	3464	0	15
2026.06.11	05:00:00	4082.86	4083.39	4075.05	4077.35	4009	0	15
2026.06.11	05:15:00	4077.35	4081.13	4072.67	4075.12	4086	0	15
2026.06.11	05:30:00	4075.18	4099.61	4074.57	4099.50	5399	0	15
2026.06.11	05:45:00	4099.50	4106.30	4093.65	4094.12	4793	0	15
2026.06.11	06:00:00	4094.12	4094.62	4076.31	4084.26	5284	0	15
2026.06.11	06:15:00	4084.32	4092.95	4081.77	4086.69	4416	0	15
2026.06.11	06:30:00	4086.71	4092.88	4082.99	4092.88	3527	0	15
2026.06.11	06:45:00	4092.88	4097.54	4091.07	4094.34	3328	0	15
2026.06.11	07:00:00	4094.63	4098.46	4091.72	4096.77	4299	0	15
2026.06.11	07:15:00	4096.78	4110.32	4096.43	4107.53	4259	0	15
2026.06.11	07:30:00	4107.72	4110.61	4101.58	4107.60	3517	0	15
2026.06.11	07:45:00	4107.60	4108.23	4099.08	4104.98	3215	0	15
2026.06.11	08:00:00	4104.98	4112.68	4104.15	4106.22	4024	0	15
2026.06.11	08:15:00	4106.22	4108.50	4097.19	4097.31	3707	0	15
2026.06.11	08:30:00	4097.39	4099.58	4090.28	4090.57	3562	0	15
2026.06.11	08:45:00	4090.58	4092.14	4084.47	4084.47	4302	0	15
2026.06.11	09:00:00	4084.51	4087.52	4080.63	4086.21	3723	0	15
2026.06.11	09:15:00	4086.21	4088.95	4078.85	4079.50	3412	0	15
2026.06.11	09:30:00	4079.42	4091.93	4077.49	4091.71	3073	0	15
2026.06.11	09:45:00	4091.71	4096.49	4089.91	4091.67	2895	0	15
2026.06.11	10:00:00	4091.65	4094.33	4088.41	4092.17	2955	0	15
2026.06.11	10:15:00	4092.17	4094.61	4086.80	4087.70	2885	0	15
2026.06.11	10:30:00	4087.78	4093.12	4086.60	4090.55	2655	0	15
2026.06.11	10:45:00	4090.55	4093.03	4087.65	4089.97	2365	0	15
2026.06.11	11:00:00	4089.97	4093.37	4086.34	4086.34	3757	0	15
2026.06.11	11:15:00	4086.34	4091.30	4083.57	4090.40	3971	0	15
2026.06.11	11:30:00	4090.40	4095.91	4081.76	4084.88	4394	0	15
2026.06.11	11:45:00	4084.91	4087.62	4079.78	4080.34	3305	0	15
2026.06.11	12:00:00	4080.34	4087.29	4072.88	4076.35	3814	0	15
2026.06.11	12:15:00	4076.32	4082.02	4061.51	4069.35	5901	0	15
2026.06.11	12:30:00	4069.35	4077.09	4057.69	4073.36	6076	0	15
2026.06.11	12:45:00	4073.24	4084.86	4069.99	4081.97	5431	0	15
2026.06.11	13:00:00	4081.95	4086.15	4072.05	4073.06	5906	0	15
2026.06.11	13:15:00	4073.10	4081.78	4072.18	4075.43	5337	0	15
2026.06.11	13:30:00	4075.55	4082.75	4067.14	4076.52	7821	0	15
2026.06.11	13:45:00	4076.61	4092.56	4073.59	4083.21	7406	0	15
2026.06.11	14:00:00	4083.21	4085.20	4052.90	4060.97	7500	0	15
2026.06.11	14:15:00	4061.18	4084.86	4056.21	4074.84	7251	0	15
2026.06.11	14:30:00	4074.84	4083.47	4070.58	4076.23	6737	0	15
2026.06.11	14:45:00	4076.25	4081.04	4072.18	4073.33	6258	0	15
2026.06.11	15:00:00	4073.33	4086.63	4070.29	4080.50	7136	0	15
2026.06.11	15:15:00	4080.51	4089.15	4074.71	4081.55	6345	0	15
2026.06.11	15:30:00	4081.40	4090.41	4077.46	4088.25	6053	0	15
2026.06.11	15:45:00	4088.46	4095.58	4085.92	4088.78	5527	0	15
2026.06.11	16:00:00	4088.94	4103.32	4086.86	4102.68	5338	0	15
2026.06.11	16:15:00	4102.71	4107.73	4079.54	4079.61	5659	0	15
2026.06.11	16:30:00	4079.57	4087.92	4078.35	4082.00	4923	0	15
2026.06.11	16:45:00	4082.00	4084.24	4078.03	4080.26	4559	0	15
2026.06.11	17:00:00	4080.26	4080.57	4071.95	4076.07	5498	0	15
2026.06.11	17:15:00	4076.05	4102.36	4074.41	4101.86	4926	0	15
2026.06.11	17:30:00	4101.85	4169.92	4101.85	4166.67	8099	0	15
2026.06.11	17:45:00	4166.49	4166.49	4146.69	4151.88	7543	0	15
2026.06.11	18:00:00	4151.92	4155.66	4131.37	4146.90	7743	0	15
2026.06.11	18:15:00	4146.90	4163.00	4145.45	4152.99	6937	0	15
2026.06.11	18:30:00	4152.92	4165.12	4149.00	4164.80	5977	0	15
2026.06.11	18:45:00	4164.80	4171.65	4160.39	4161.85	5242	0	15
2026.06.11	19:00:00	4161.85	4189.23	4161.85	4188.29	6310	0	15
2026.06.11	19:15:00	4188.32	4198.35	4186.17	4195.51	6183	0	15
2026.06.11	19:30:00	4195.54	4220.06	4195.54	4210.37	6596	0	15
2026.06.11	19:45:00	4210.28	4215.52	4207.36	4208.85	6207	0	15
2026.06.11	20:00:00	4208.86	4218.52	4208.12	4213.73	3495	0	15
2026.06.11	20:15:00	4213.73	4216.40	4212.20	4214.25	2436	0	28
2026.06.11	20:30:00	4214.25	4216.48	4209.59	4209.64	2551	0	28
2026.06.11	20:45:00	4209.64	4212.98	4209.16	4210.78	1804	0	28
2026.06.11	22:00:00	4208.43	4210.77	4206.89	4209.52	1166	0	28
2026.06.11	22:15:00	4209.52	4215.75	4205.36	4214.77	2153	0	28
2026.06.11	22:30:00	4214.77	4228.20	4210.97	4225.82	2877	0	28
2026.06.11	22:45:00	4225.82	4246.60	4225.07	4243.40	3735	0	28
2026.06.11	23:00:00	4243.44	4245.96	4221.65	4223.81	3317	0	15
2026.06.11	23:15:00	4223.99	4226.65	4214.18	4215.28	2538	0	15
2026.06.11	23:30:00	4216.22	4223.67	4214.52	4219.40	2593	0	15
2026.06.11	23:45:00	4219.40	4224.57	4215.20	4219.92	3642	0	15
2026.06.12	00:00:00	4219.80	4225.64	4212.66	4215.81	4748	0	15
2026.06.12	00:15:00	4216.77	4230.39	4207.35	4220.39	4582	0	15
2026.06.12	00:30:00	4220.39	4228.76	4202.46	4202.71	4112	0	15
2026.06.12	00:45:00	4204.50	4208.62	4200.57	4208.62	4354	0	15
2026.06.12	01:00:00	4208.47	4211.14	4182.92	4186.89	5907	0	15
2026.06.12	01:15:00	4186.89	4193.77	4179.09	4180.96	5111	0	15
2026.06.12	01:30:00	4180.89	4186.55	4171.46	4179.40	5401	0	15
2026.06.12	01:45:00	4179.30	4191.49	4179.30	4186.80	4699	0	15
2026.06.12	02:00:00	4186.36	4200.12	4183.77	4194.00	4343	0	15
2026.06.12	02:15:00	4194.00	4194.55	4186.62	4188.56	3553	0	15
2026.06.12	02:30:00	4188.56	4193.24	4182.69	4186.15	4286	0	15
2026.06.12	02:45:00	4186.15	4193.72	4183.64	4191.53	3822	0	15
2026.06.12	03:00:00	4191.45	4196.10	4189.55	4193.84	3611	0	15
2026.06.12	03:15:00	4193.74	4203.78	4193.08	4203.59	4390	0	15
2026.06.12	03:30:00	4203.69	4205.07	4198.70	4199.17	3623	0	15
2026.06.12	03:45:00	4199.16	4201.54	4195.64	4197.13	3289	0	15
2026.06.12	04:00:00	4197.09	4201.08	4191.98	4194.34	3036	0	15
2026.06.12	04:15:00	4194.27	4195.57	4190.41	4192.71	2321	0	15
2026.06.12	04:30:00	4192.71	4198.35	4191.91	4193.65	2275	0	15
2026.06.12	04:45:00	4193.65	4194.35	4189.66	4190.09	2475	0	15
2026.06.12	05:00:00	4190.09	4193.09	4182.02	4188.88	3345	0	15
2026.06.12	05:15:00	4188.90	4189.62	4185.01	4187.09	3039	0	15
2026.06.12	05:30:00	4187.16	4187.75	4172.55	4180.43	5557	0	15
2026.06.12	05:45:00	4180.45	4181.00	4170.72	4173.53	5139	0	15
2026.06.12	06:00:00	4173.53	4185.59	4173.29	4182.90	4644	0	15
2026.06.12	06:15:00	4182.74	4183.10	4178.94	4182.21	3935	0	15
2026.06.12	06:30:00	4182.34	4182.68	4172.42	4176.53	3926	0	15
2026.06.12	06:45:00	4176.53	4184.83	4174.29	4184.24	3510	0	15
2026.06.12	07:00:00	4184.20	4184.95	4176.11	4178.29	3845	0	15
2026.06.12	07:15:00	4178.29	4180.05	4173.91	4174.20	3376	0	15
2026.06.12	07:30:00	4174.20	4184.55	4170.14	4183.01	3573	0	15
2026.06.12	07:45:00	4183.01	4194.29	4173.87	4194.27	3863	0	15
2026.06.12	08:00:00	4194.55	4204.91	4192.02	4203.79	5243	0	15
2026.06.12	08:15:00	4203.86	4220.53	4199.48	4212.97	5992	0	15
2026.06.12	08:30:00	4213.24	4222.54	4211.77	4218.32	4765	0	15
2026.06.12	08:45:00	4218.32	4225.98	4214.57	4219.66	3873	0	15
2026.06.12	09:00:00	4219.66	4225.22	4217.45	4224.16	3778	0	15
2026.06.12	09:15:00	4224.17	4226.86	4219.13	4220.98	4375	0	15
2026.06.12	09:30:00	4220.98	4227.85	4219.31	4225.34	3555	0	15
2026.06.12	09:45:00	4225.34	4227.98	4221.45	4221.79	3532	0	15
2026.06.12	10:00:00	4221.82	4225.66	4218.85	4221.44	3131	0	15
2026.06.12	10:15:00	4221.43	4222.25	4202.91	4206.78	4197	0	15
2026.06.12	10:30:00	4207.00	4218.64	4206.64	4215.38	3779	0	15
2026.06.12	10:45:00	4215.37	4218.70	4209.38	4210.95	3063	0	15
2026.06.12	11:00:00	4210.95	4212.08	4205.11	4207.53	3512	0	15
2026.06.12	11:15:00	4207.53	4210.27	4202.26	4202.59	3258	0	15
2026.06.12	11:30:00	4202.63	4210.55	4197.62	4209.76	3501	0	15
2026.06.12	11:45:00	4209.76	4215.35	4206.56	4206.88	3646	0	15
2026.06.12	12:00:00	4206.88	4214.31	4202.84	4214.31	4771	0	15
2026.06.12	12:15:00	4214.30	4215.39	4200.23	4201.07	4124	0	15
2026.06.12	12:30:00	4201.05	4201.82	4192.24	4196.80	4401	0	15
2026.06.12	12:45:00	4196.80	4200.58	4188.50	4191.90	4396	0	15
2026.06.12	13:00:00	4191.83	4201.08	4186.72	4198.44	4855	0	15
2026.06.12	13:15:00	4198.45	4206.72	4197.33	4202.88	4254	0	15
2026.06.12	13:30:00	4202.92	4210.18	4182.94	4191.03	7449	0	15
2026.06.12	13:45:00	4190.72	4193.95	4183.32	4186.36	7056	0	15
2026.06.12	14:00:00	4186.41	4198.39	4184.80	4193.36	6712	0	15
2026.06.12	14:15:00	4193.20	4199.50	4182.74	4188.63	6045	0	15
2026.06.12	14:30:00	4188.46	4193.26	4181.12	4184.56	6345	0	15
2026.06.12	14:45:00	4184.56	4208.60	4177.20	4204.00	7260	0	15
2026.06.12	15:00:00	4204.08	4215.19	4200.42	4214.03	6005	0	15
2026.06.12	15:15:00	4214.03	4235.60	4212.69	4225.97	5903	0	15
2026.06.12	15:30:00	4226.01	4228.59	4210.48	4211.05	5972	0	15
2026.06.12	15:45:00	4211.05	4218.96	4207.09	4211.89	5812	0	15
2026.06.12	16:00:00	4211.83	4224.47	4208.12	4221.70	5683	0	15
2026.06.12	16:15:00	4221.70	4232.95	4215.77	4216.98	5470	0	15
2026.06.12	16:30:00	4216.98	4220.42	4211.68	4213.30	4974	0	15
2026.06.12	16:45:00	4213.30	4218.15	4211.36	4216.03	4724	0	15
2026.06.12	17:00:00	4216.08	4226.42	4215.07	4216.08	5009	0	15
2026.06.12	17:15:00	4218.60	4223.75	4213.90	4218.97	4131	0	15
2026.06.12	17:30:00	4219.18	4223.59	4214.07	4222.41	3851	0	15
2026.06.12	17:45:00	4222.41	4225.07	4219.68	4221.36	3733	0	15
2026.06.12	18:00:00	4221.42	4228.51	4218.27	4227.06	3955	0	15
2026.06.12	18:15:00	4227.07	4235.40	4224.50	4226.50	4129	0	15
2026.06.12	18:30:00	4226.50	4230.02	4224.39	4229.28	3060	0	15
2026.06.12	18:45:00	4229.28	4229.28	4214.19	4215.60	3385	0	15
2026.06.12	19:00:00	4215.60	4219.02	4214.32	4217.57	3194	0	15
2026.06.12	19:15:00	4217.57	4217.57	4207.76	4208.46	3041	0	15
2026.06.12	19:30:00	4208.47	4210.30	4201.89	4205.22	3981	0	15
2026.06.12	19:45:00	4205.09	4211.20	4203.67	4210.78	3512	0	15
2026.06.12	20:00:00	4210.76	4213.43	4209.24	4212.42	1931	0	15
2026.06.12	20:15:00	4212.42	4216.79	4212.14	4214.20	1196	0	58
2026.06.12	20:30:00	4214.29	4214.39	4212.35	4213.57	1162	0	58
2026.06.14	22:00:00	4306.20	4306.39	4295.22	4299.58	1377	0	58
2026.06.14	22:15:00	4299.58	4306.06	4283.82	4286.77	3576	0	58
2026.06.14	22:30:00	4286.77	4288.40	4280.23	4285.07	2525	0	58
2026.06.14	22:45:00	4285.07	4291.56	4284.58	4285.38	1739	0	58
2026.06.14	23:00:00	4285.38	4288.02	4281.78	4282.90	1809	0	58
2026.06.14	23:15:00	4282.90	4284.45	4280.95	4283.12	1739	0	58
2026.06.14	23:30:00	4283.12	4286.12	4281.59	4285.14	1411	0	15
2026.06.14	23:45:00	4285.19	4295.11	4284.26	4294.11	2487	0	15
2026.06.15	00:00:00	4294.11	4301.09	4293.37	4300.02	3015	0	15
2026.06.15	00:15:00	4300.00	4308.25	4299.88	4301.00	3330	0	15
2026.06.15	00:30:00	4301.00	4305.68	4295.86	4297.68	3105	0	15
2026.06.15	00:45:00	4297.68	4300.10	4291.72	4292.62	2998	0	15
2026.06.15	01:00:00	4292.63	4300.26	4285.54	4296.22	5558	0	15
2026.06.15	01:15:00	4296.24	4306.55	4289.34	4303.57	4559	0	15
2026.06.15	01:30:00	4303.57	4319.62	4301.27	4317.80	4273	0	15
2026.06.15	01:45:00	4317.80	4319.22	4313.28	4316.86	3384	0	15
2026.06.15	02:00:00	4316.84	4326.79	4316.18	4326.61	3423	0	15
2026.06.15	02:15:00	4326.61	4330.98	4324.33	4328.10	2489	0	15
2026.06.15	02:30:00	4328.11	4334.22	4327.82	4330.22	3464	0	15
2026.06.15	02:45:00	4330.22	4335.54	4327.86	4329.65	2835	0	15
2026.06.15	03:00:00	4329.65	4331.24	4321.95	4325.37	2869	0	15
2026.06.15	03:15:00	4325.37	4329.07	4321.56	4324.14	2730	0	15
2026.06.15	03:30:00	4324.14	4327.32	4321.23	4323.50	2048	0	15
2026.06.15	03:45:00	4323.50	4327.50	4323.29	4325.12	1554	0	15
2026.06.15	04:00:00	4325.12	4327.82	4322.85	4326.46	1453	0	15
2026.06.15	04:15:00	4326.46	4327.65	4320.93	4327.06	2047	0	15
2026.06.15	04:30:00	4327.06	4330.10	4325.35	4327.92	1500	0	15
2026.06.15	04:45:00	4327.92	4329.43	4326.56	4328.36	1374	0	15
2026.06.15	05:00:00	4328.36	4330.89	4323.98	4328.87	2307	0	15
2026.06.15	05:15:00	4328.87	4333.02	4325.97	4330.29	2348	0	15
2026.06.15	05:30:00	4330.28	4332.76	4312.65	4312.66	3480	0	15
2026.06.15	05:45:00	4312.66	4316.37	4307.62	4310.05	3138	0	15
2026.06.15	06:00:00	4310.09	4313.43	4303.15	4308.87	4059	0	15
2026.06.15	06:15:00	4308.87	4309.53	4302.98	4305.10	3470	0	15
2026.06.15	06:30:00	4305.10	4307.09	4300.83	4306.52	3394	0	15
2026.06.15	06:45:00	4306.52	4309.76	4304.21	4308.19	2517	0	15
2026.06.15	07:00:00	4308.58	4314.46	4305.38	4313.78	2961	0	15
2026.06.15	07:15:00	4313.84	4318.92	4313.22	4316.85	2726	0	15
2026.06.15	07:30:00	4316.85	4317.44	4312.17	4316.62	2940	0	15
2026.06.15	07:45:00	4316.62	4325.32	4312.70	4323.14	2588	0	15
2026.06.15	08:00:00	4323.14	4329.72	4321.79	4329.14	2921	0	15
2026.06.15	08:15:00	4329.14	4332.68	4327.32	4328.64	2725	0	15
2026.06.15	08:30:00	4328.60	4345.20	4327.89	4340.90	3208	0	15
2026.06.15	08:45:00	4340.94	4342.97	4334.04	4334.17	2559	0	15
2026.06.15	09:00:00	4334.18	4343.02	4334.18	4340.14	2660	0	15
2026.06.15	09:15:00	4340.14	4343.14	4336.52	4339.07	2833	0	15
2026.06.15	09:30:00	4339.01	4341.04	4334.94	4335.76	2410	0	15
2026.06.15	09:45:00	4335.67	4340.92	4335.17	4336.69	2277	0	15
2026.06.15	10:00:00	4336.69	4340.50	4335.81	4337.85	2171	0	15
2026.06.15	10:15:00	4337.85	4339.50	4336.19	4338.47	1923	0	15
2026.06.15	10:30:00	4338.46	4340.42	4335.31	4337.80	1842	0	15
2026.06.15	10:45:00	4337.81	4341.53	4336.43	4338.20	2244	0	15
2026.06.15	11:00:00	4338.20	4339.88	4335.87	4337.95	2345	0	15
2026.06.15	11:15:00	4337.95	4341.50	4336.22	4341.04	2368	0	15
2026.06.15	11:30:00	4341.04	4347.54	4338.19	4338.58	2927	0	15
2026.06.15	11:45:00	4338.50	4338.77	4331.54	4335.24	3059	0	15
2026.06.15	12:00:00	4335.24	4338.76	4330.59	4331.19	2895	0	15
2026.06.15	12:15:00	4331.21	4338.20	4324.66	4337.43	3810	0	15
2026.06.15	12:30:00	4337.52	4346.70	4335.21	4345.16	3585	0	15
2026.06.15	12:45:00	4345.17	4349.40	4343.36	4349.06	3222	0	15
2026.06.15	13:00:00	4349.07	4350.44	4341.31	4349.47	3783	0	15
2026.06.15	13:15:00	4349.47	4355.88	4349.31	4353.35	3832	0	15
2026.06.15	13:30:00	4353.39	4368.63	4352.21	4363.22	6261	0	15
2026.06.15	13:45:00	4363.22	4364.64	4354.45	4355.20	5254	0	15
2026.06.15	14:00:00	4354.96	4369.40	4354.12	4357.41	5584	0	15
2026.06.15	14:15:00	4357.48	4364.21	4354.02	4363.65	5076	0	15
2026.06.15	14:30:00	4363.78	4365.18	4353.94	4357.04	5014	0	15
2026.06.15	14:45:00	4357.03	4363.68	4355.57	4356.77	4711	0	15
2026.06.15	15:00:00	4356.77	4359.47	4349.68	4351.15	4893	0	15
2026.06.15	15:15:00	4351.15	4358.26	4350.26	4354.09	4052	0	15
2026.06.15	15:30:00	4354.09	4359.91	4350.03	4357.47	4428	0	15
2026.06.15	15:45:00	4357.47	4360.79	4355.10	4356.26	3951	0	15
2026.06.15	16:00:00	4356.26	4358.77	4349.20	4351.73	3390	0	15
2026.06.15	16:15:00	4351.73	4352.58	4339.29	4342.93	3941	0	15
2026.06.15	16:30:00	4342.98	4343.00	4336.24	4336.24	3321	0	15
2026.06.15	16:45:00	4336.24	4339.83	4334.18	4339.25	3427	0	15
2026.06.15	17:00:00	4339.27	4339.27	4330.70	4334.02	3996	0	15
2026.06.15	17:15:00	4333.97	4334.90	4328.96	4329.83	3741	0	15
2026.06.15	17:30:00	4329.83	4329.97	4321.21	4322.16	3358	0	15
2026.06.15	17:45:00	4322.15	4325.32	4320.49	4324.69	3236	0	15
2026.06.15	18:00:00	4324.83	4325.12	4318.20	4324.17	3764	0	15
2026.06.15	18:15:00	4324.19	4328.05	4322.73	4324.70	3310	0	15
2026.06.15	18:30:00	4324.70	4326.32	4321.84	4325.00	3133	0	15
2026.06.15	18:45:00	4324.99	4327.23	4323.98	4325.69	2658	0	15
2026.06.15	19:00:00	4325.68	4326.72	4320.91	4322.56	3226	0	15
2026.06.15	19:15:00	4322.57	4324.50	4321.02	4321.54	2730	0	15
2026.06.15	19:30:00	4321.56	4323.90	4318.22	4319.17	3120	0	15
2026.06.15	19:45:00	4319.16	4320.98	4316.66	4320.81	3518	0	15
2026.06.15	20:00:00	4320.70	4322.02	4315.55	4315.93	1662	0	15
2026.06.15	20:15:00	4315.93	4318.52	4310.78	4312.85	1464	0	28
2026.06.15	20:30:00	4312.85	4312.97	4308.24	4309.76	1288	0	28
2026.06.15	20:45:00	4309.61	4310.68	4306.37	4309.05	1140	0	28
2026.06.15	22:00:00	4313.31	4315.36	4309.03	4310.10	825	0	28
2026.06.15	22:15:00	4310.10	4313.46	4306.00	4308.28	1426	0	28
2026.06.15	22:30:00	4308.28	4314.47	4306.57	4312.31	839	0	28
2026.06.15	22:45:00	4312.31	4314.41	4310.54	4312.01	922	0	28
2026.06.15	23:00:00	4312.00	4316.55	4311.97	4313.46	1265	0	15
2026.06.15	23:15:00	4313.46	4315.47	4311.44	4315.36	1132	0	15
2026.06.15	23:30:00	4315.36	4319.15	4313.41	4318.18	1308	0	15
2026.06.15	23:45:00	4318.21	4319.07	4313.16	4315.68	1378	0	15
2026.06.16	00:00:00	4315.66	4318.40	4313.27	4313.35	2288	0	15
2026.06.16	00:15:00	4313.35	4315.84	4306.96	4308.50	2543	0	15
2026.06.16	00:30:00	4308.47	4313.90	4308.05	4311.14	2851	0	15
2026.06.16	00:45:00	4311.11	4320.74	4310.64	4319.12	3009	0	15
2026.06.16	01:00:00	4319.12	4325.89	4315.57	4319.84	5046	0	15
2026.06.16	01:15:00	4319.84	4323.98	4316.39	4319.29	4064	0	15
2026.06.16	01:30:00	4319.29	4320.41	4313.37	4315.04	3597	0	15
2026.06.16	01:45:00	4315.04	4319.34	4312.08	4313.60	2938	0	15
2026.06.16	02:00:00	4313.60	4314.09	4307.70	4309.42	3077	0	15
2026.06.16	02:15:00	4309.42	4312.95	4308.18	4312.69	1518	0	15
2026.06.16	02:30:00	4312.69	4318.23	4309.50	4311.95	3014	0	15
2026.06.16	02:45:00	4311.95	4320.89	4311.20	4318.71	2872	0	15
2026.06.16	03:00:00	4318.58	4320.95	4317.15	4318.63	2566	0	15
2026.06.16	03:15:00	4318.63	4322.50	4315.59	4321.16	2465	0	15
2026.06.16	03:30:00	4321.20	4332.88	4319.78	4331.85	2762	0	15
2026.06.16	03:45:00	4331.85	4333.15	4328.98	4330.46	2278	0	15
2026.06.16	04:00:00	4330.42	4332.08	4325.63	4327.00	1965	0	15
2026.06.16	04:15:00	4327.00	4327.73	4321.94	4322.86	1644	0	15
2026.06.16	04:30:00	4322.86	4325.32	4321.81	4323.23	2096	0	15
2026.06.16	04:45:00	4323.23	4323.84	4321.28	4322.54	1773	0	15
2026.06.16	05:00:00	4322.70	4329.04	4322.37	4326.40	2288	0	15
2026.06.16	05:15:00	4326.40	4327.99	4324.45	4327.42	1584	0	15
2026.06.16	05:30:00	4327.41	4330.98	4316.01	4317.67	3934	0	15
2026.06.16	05:45:00	4317.67	4320.97	4314.25	4315.96	2848	0	15
2026.06.16	06:00:00	4315.87	4319.76	4313.50	4318.73	3340	0	15
2026.06.16	06:15:00	4318.73	4318.84	4314.45	4316.57	2598	0	15
2026.06.16	06:30:00	4316.55	4320.26	4314.05	4316.30	3047	0	15
2026.06.16	06:45:00	4316.28	4324.41	4316.06	4323.79	2878	0	15
2026.06.16	07:00:00	4323.91	4328.50	4322.66	4326.04	2118	0	15
2026.06.16	07:15:00	4326.04	4329.69	4324.10	4328.87	2351	0	15
2026.06.16	07:30:00	4328.87	4332.67	4326.13	4327.49	2665	0	15
2026.06.16	07:45:00	4327.49	4335.51	4326.43	4335.03	2667	0	15
2026.06.16	08:00:00	4335.04	4340.11	4332.59	4337.81	2718	0	15
2026.06.16	08:15:00	4337.81	4343.47	4337.53	4341.23	2592	0	15
2026.06.16	08:30:00	4341.15	4345.14	4339.03	4343.30	2468	0	15
2026.06.16	08:45:00	4343.27	4347.96	4340.87	4346.97	2361	0	15
2026.06.16	09:00:00	4346.97	4348.31	4344.03	4346.14	2520	0	15
2026.06.16	09:15:00	4346.16	4346.37	4338.37	4339.92	2261	0	15
2026.06.16	09:30:00	4339.93	4346.33	4339.37	4342.08	2223	0	15
2026.06.16	09:45:00	4342.08	4348.40	4340.23	4345.18	1828	0	15
2026.06.16	10:00:00	4345.18	4346.70	4343.11	4346.00	1651	0	15
2026.06.16	10:15:00	4346.00	4346.71	4343.47	4344.24	1762	0	15
2026.06.16	10:30:00	4344.27	4346.75	4342.32	4346.70	1689	0	15
2026.06.16	10:45:00	4346.66	4348.96	4346.54	4348.92	1989	0	15
2026.06.16	11:00:00	4348.92	4349.38	4339.60	4341.60	2612	0	15
2026.06.16	11:15:00	4341.60	4343.47	4338.48	4342.01	2170	0	15
2026.06.16	11:30:00	4342.00	4342.27	4335.13	4339.04	2908	0	15
2026.06.16	11:45:00	4339.04	4341.61	4336.89	4340.97	2507	0	15
2026.06.16	12:00:00	4340.97	4345.63	4338.16	4344.81	3080	0	15
2026.06.16	12:15:00	4344.81	4345.15	4337.53	4343.76	3220	0	15
2026.06.16	12:30:00	4343.77	4349.68	4341.50	4349.51	3605	0	15
2026.06.16	12:45:00	4349.51	4354.98	4348.43	4354.70	3495	0	15
2026.06.16	13:00:00	4354.50	4354.83	4342.12	4343.74	4644	0	15
2026.06.16	13:15:00	4343.77	4344.99	4333.21	4335.16	4604	0	15
2026.06.16	13:30:00	4334.98	4340.59	4333.79	4339.15	5487	0	15
2026.06.16	13:45:00	4339.13	4340.51	4331.49	4331.67	4986	0	15
2026.06.16	14:00:00	4331.60	4338.69	4331.45	4335.54	4560	0	15
2026.06.16	14:15:00	4335.54	4335.54	4317.64	4319.68	5847	0	15
2026.06.16	14:30:00	4319.69	4328.33	4313.28	4324.32	5607	0	15
2026.06.16	14:45:00	4324.30	4327.37	4321.65	4324.05	5029	0	15
2026.06.16	15:00:00	4324.05	4327.21	4322.39	4324.55	4685	0	15
2026.06.16	15:15:00	4324.55	4328.67	4320.91	4325.83	4286	0	15
2026.06.16	15:30:00	4325.83	4328.72	4323.03	4326.65	4364	0	15
2026.06.16	15:45:00	4326.65	4343.33	4322.06	4335.16	5348	0	15
2026.06.16	16:00:00	4335.18	4347.02	4334.81	4346.09	4654	0	15
2026.06.16	16:15:00	4346.11	4346.95	4341.84	4344.59	3487	0	15
2026.06.16	16:30:00	4344.56	4345.26	4340.19	4344.12	3644	0	15
2026.06.16	16:45:00	4344.12	4346.42	4340.06	4340.65	3431	0	15
2026.06.16	17:00:00	4340.62	4341.23	4334.29	4335.65	3121	0	15
2026.06.16	17:15:00	4335.65	4336.05	4325.25	4334.67	4106	0	15
2026.06.16	17:30:00	4334.67	4340.11	4334.11	4338.52	3289	0	15
2026.06.16	17:45:00	4338.52	4340.46	4335.93	4340.30	2760	0	15
2026.06.16	18:00:00	4340.30	4342.77	4339.17	4341.78	3143	0	15
2026.06.16	18:15:00	4341.79	4342.36	4339.03	4341.37	2992	0	15
2026.06.16	18:30:00	4341.36	4342.78	4338.29	4338.84	2651	0	15
2026.06.16	18:45:00	4338.84	4340.11	4336.23	4338.58	2178	0	15
2026.06.16	19:00:00	4338.60	4342.90	4337.92	4339.24	2611	0	15
2026.06.16	19:15:00	4339.24	4341.09	4336.46	4339.53	2574	0	15
2026.06.16	19:30:00	4339.53	4340.01	4336.96	4338.55	2386	0	15
2026.06.16	19:45:00	4338.58	4339.65	4330.63	4333.97	3279	0	15
2026.06.16	20:00:00	4333.59	4334.15	4330.81	4331.10	1634	0	15
2026.06.16	20:15:00	4331.11	4334.09	4330.92	4332.78	923	0	28
2026.06.16	20:30:00	4332.78	4334.87	4331.55	4333.40	949	0	28
2026.06.16	20:45:00	4333.40	4333.40	4329.57	4331.12	1180	0	28
2026.06.16	22:00:00	4331.74	4333.00	4331.19	4332.44	350	0	28
2026.06.16	22:15:00	4332.44	4333.09	4329.01	4330.07	921	0	28
2026.06.16	22:30:00	4330.07	4333.25	4329.64	4332.87	675	0	28
2026.06.16	22:45:00	4332.87	4336.32	4332.13	4335.54	631	0	28
