<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2026.06.01	16:45:00	4468.08	4482.21	4467.48	4480.08	4269	0	15
2026.06.01	17:00:00	4480.08	4481.05	4471.59	4475.05	3823	0	14
2026.06.01	17:15:00	4475.03	4482.93	4472.46	4482.88	3022	0	15
2026.06.01	17:30:00	4482.99	4491.65	4480.60	4491.62	4757	0	15
2026.06.01	17:45:00	4491.62	4495.49	4487.38	4487.46	3864	0	15
2026.06.01	18:00:00	4487.48	4490.21	4486.31	4488.68	2658	0	15
2026.06.01	18:15:00	4488.68	4490.11	4486.48	4486.69	2365	0	15
2026.06.01	18:30:00	4486.69	4488.12	4484.76	4487.94	2049	0	15
2026.06.01	18:45:00	4487.94	4488.59	4486.43	4486.65	2079	0	15
2026.06.01	19:00:00	4486.61	4488.25	4484.85	4485.42	2148	0	15
2026.06.01	19:15:00	4485.42	4486.57	4484.35	4484.72	1925	0	15
2026.06.01	19:30:00	4484.72	4485.68	4483.16	4483.49	2071	0	15
2026.06.01	19:45:00	4483.45	4484.33	4479.11	4481.20	3125	0	15
2026.06.01	20:00:00	4481.21	4484.33	4480.12	4483.49	1521	0	15
2026.06.01	20:15:00	4483.49	4484.33	4482.10	4483.09	1011	0	28
2026.06.01	20:30:00	4483.09	4484.69	4482.11	4482.53	987	0	28
2026.06.01	20:45:00	4482.53	4485.86	4481.23	4484.76	1537	0	28
2026.06.01	22:00:00	4483.27	4484.79	4481.93	4484.59	795	0	28
2026.06.01	22:15:00	4484.59	4485.27	4481.28	4481.40	1397	0	28
2026.06.01	22:30:00	4481.40	4483.57	4479.59	4481.51	920	0	28
2026.06.01	22:45:00	4481.48	4486.46	4481.41	4485.52	954	0	28
2026.06.01	23:00:00	4485.40	4487.74	4481.48	4486.13	1023	0	15
2026.06.01	23:15:00	4486.13	4488.31	4485.47	4487.14	763	0	15
2026.06.01	23:30:00	4487.14	4487.35	4480.60	4483.43	1426	0	15
2026.06.01	23:45:00	4483.43	4485.91	4479.49	4484.49	1565	0	15
2026.06.02	00:00:00	4484.49	4485.35	4476.84	4481.42	3432	0	15
2026.06.02	00:15:00	4481.42	4493.82	4481.22	4493.80	3010	0	15
2026.06.02	00:30:00	4493.80	4497.17	4485.17	4487.14	2674	0	15
2026.06.02	00:45:00	4487.14	4487.77	4480.76	4481.43	3043	0	15
2026.06.02	01:00:00	4481.43	4491.84	4473.95	4489.78	5210	0	15
2026.06.02	01:15:00	4489.78	4492.39	4481.14	4486.46	4548	0	15
2026.06.02	01:30:00	4486.44	4489.51	4479.77	4480.09	4045	0	15
2026.06.02	01:45:00	4480.09	4482.40	4463.24	4474.14	4710	0	15
2026.06.02	02:00:00	4474.05	4481.12	4472.41	4480.58	3839	0	15
2026.06.02	02:15:00	4480.58	4484.70	4478.75	4481.99	2790	0	15
2026.06.02	02:30:00	4481.97	4485.61	4474.49	4476.56	3417	0	15
2026.06.02	02:45:00	4476.56	4486.60	4473.67	4486.00	2653	0	15
2026.06.02	03:00:00	4486.00	4492.66	4485.09	4488.29	2908	0	15
2026.06.02	03:15:00	4488.29	4497.25	4485.78	4495.12	2905	0	15
2026.06.02	03:30:00	4495.12	4499.33	4492.79	4497.33	2589	0	15
2026.06.02	03:45:00	4497.33	4499.41	4495.36	4499.31	1558	0	15
2026.06.02	04:00:00	4499.31	4505.50	4497.79	4504.74	1748	0	15
2026.06.02	04:15:00	4504.74	4510.31	4504.24	4504.59	2206	0	15
2026.06.02	04:30:00	4504.59	4511.13	4503.21	4510.39	2107	0	15
2026.06.02	04:45:00	4510.39	4518.51	4510.02	4517.51	2096	0	15
2026.06.02	05:00:00	4517.46	4518.80	4515.26	4518.63	1894	0	15
2026.06.02	05:15:00	4518.63	4521.84	4516.82	4519.81	2262	0	15
2026.06.02	05:30:00	4519.83	4528.32	4519.76	4524.53	3949	0	15
2026.06.02	05:45:00	4524.53	4526.14	4516.22	4517.09	2471	0	15
2026.06.02	06:00:00	4517.09	4524.85	4516.97	4519.11	3179	0	15
2026.06.02	06:15:00	4519.11	4534.01	4518.11	4533.15	3622	0	15
2026.06.02	06:30:00	4533.15	4537.42	4531.84	4532.78	3102	0	15
2026.06.02	06:45:00	4532.78	4536.86	4532.03	4535.77	2424	0	14
2026.06.02	07:00:00	4535.77	4541.55	4533.33	4540.02	3029	0	15
2026.06.02	07:15:00	4540.02	4540.70	4533.38	4534.08	2405	0	15
2026.06.02	07:30:00	4534.08	4535.42	4531.00	4531.85	2196	0	15
2026.06.02	07:45:00	4531.85	4535.48	4527.83	4535.09	2629	0	15
2026.06.02	08:00:00	4535.09	4539.30	4533.09	4534.75	3194	0	15
2026.06.02	08:15:00	4534.77	4535.50	4529.87	4531.15	2900	0	14
2026.06.02	08:30:00	4530.90	4533.44	4528.26	4528.82	2348	0	15
2026.06.02	08:45:00	4528.82	4530.28	4526.03	4526.75	2001	0	15
2026.06.02	09:00:00	4526.73	4534.22	4525.29	4533.97	2294	0	15
2026.06.02	09:15:00	4534.01	4535.76	4525.24	4526.74	2564	0	15
2026.06.02	09:30:00	4526.91	4527.32	4522.12	4525.66	2757	0	15
2026.06.02	09:45:00	4525.66	4531.42	4525.03	4529.89	2152	0	15
2026.06.02	10:00:00	4529.89	4531.68	4527.49	4528.95	1959	0	15
2026.06.02	10:15:00	4528.95	4529.67	4524.62	4528.40	1927	0	15
2026.06.02	10:30:00	4528.40	4528.84	4525.42	4528.83	1464	0	15
2026.06.02	10:45:00	4528.83	4533.93	4528.83	4533.25	1858	0	15
2026.06.02	11:00:00	4533.25	4534.69	4528.64	4528.77	2047	0	15
2026.06.02	11:15:00	4528.77	4530.05	4526.54	4530.05	1869	0	15
2026.06.02	11:30:00	4530.05	4530.79	4526.03	4526.87	1830	0	15
2026.06.02	11:45:00	4526.87	4530.55	4525.67	4527.59	1996	0	15
2026.06.02	12:00:00	4527.59	4528.69	4524.90	4526.37	2266	0	15
2026.06.02	12:15:00	4526.36	4534.17	4524.03	4529.33	2893	0	15
2026.06.02	12:30:00	4529.33	4533.66	4521.87	4525.20	3220	0	15
2026.06.02	12:45:00	4525.27	4526.07	4513.46	4514.80	2930	0	15
2026.06.02	13:00:00	4514.80	4524.84	4511.95	4514.14	4528	0	15
2026.06.02	13:15:00	4514.17	4517.39	4509.96	4510.76	4031	0	15
2026.06.02	13:30:00	4510.70	4514.38	4506.34	4508.58	5554	0	15
2026.06.02	13:45:00	4508.49	4513.78	4502.97	4503.07	4474	0	15
2026.06.02	14:00:00	4503.07	4507.02	4499.35	4504.32	5017	0	15
2026.06.02	14:15:00	4504.32	4505.15	4490.32	4495.70	5439	0	15
2026.06.02	14:30:00	4495.75	4505.45	4495.68	4504.36	3733	0	15
2026.06.02	14:45:00	4504.36	4506.42	4500.85	4504.15	3280	0	15
2026.06.02	15:00:00	4504.22	4508.14	4501.61	4503.53	3813	0	15
2026.06.02	15:15:00	4503.53	4506.25	4501.58	4505.42	3244	0	15
2026.06.02	15:30:00	4505.47	4508.53	4500.18	4502.40	3726	0	15
2026.06.02	15:45:00	4502.44	4507.08	4501.31	4502.12	3042	0	15
2026.06.02	16:00:00	4502.20	4502.90	4498.14	4498.25	3201	0	15
2026.06.02	16:15:00	4498.24	4498.45	4490.33	4490.33	3368	0	15
2026.06.02	16:30:00	4490.33	4491.51	4485.94	4489.79	2986	0	15
2026.06.02	16:45:00	4489.79	4492.01	4489.16	4491.95	2430	0	15
2026.06.02	17:00:00	4491.93	4493.12	4486.77	4489.60	3281	0	15
2026.06.02	17:15:00	4489.60	4491.82	4486.52	4491.17	2883	0	15
2026.06.02	17:30:00	4491.12	4491.71	4482.20	4484.55	3121	0	15
2026.06.02	17:45:00	4484.63	4486.56	4482.79	4484.63	2475	0	15
2026.06.02	18:00:00	4484.70	4488.65	4484.32	4485.18	2493	0	15
2026.06.02	18:15:00	4485.16	4490.99	4484.09	4488.47	2695	0	15
2026.06.02	18:30:00	4488.48	4489.42	4478.76	4480.51	2559	0	15
2026.06.02	18:45:00	4480.46	4490.45	4480.24	4487.38	2125	0	15
2026.06.02	19:00:00	4487.38	4489.15	4487.22	4487.29	1688	0	15
2026.06.02	19:15:00	4487.29	4489.62	4485.71	4489.58	1707	0	15
2026.06.02	19:30:00	4489.58	4490.29	4483.49	4487.35	1846	0	15
2026.06.02	19:45:00	4487.40	4488.66	4485.66	4488.10	2299	0	15
2026.06.02	20:00:00	4488.10	4489.90	4486.24	4489.86	1091	0	15
2026.06.02	20:15:00	4489.86	4490.96	4488.60	4489.82	804	0	28
2026.06.02	20:30:00	4489.82	4491.04	4488.83	4488.97	746	0	28
2026.06.02	20:45:00	4488.96	4489.89	4486.83	4487.86	997	0	28
2026.06.02	22:00:00	4490.20	4493.12	4487.68	4489.27	1210	0	28
2026.06.02	22:15:00	4489.27	4491.65	4487.68	4490.28	1487	0	28
2026.06.02	22:30:00	4490.12	4491.28	4487.23	4488.99	1271	0	28
2026.06.02	22:45:00	4488.99	4492.30	4483.88	4484.91	2267	0	28
2026.06.02	23:00:00	4484.88	4488.79	4474.52	4477.72	2693	0	15
2026.06.02	23:15:00	4477.71	4477.71	4462.19	4467.55	3581	0	15
2026.06.02	23:30:00	4467.55	4475.02	4462.64	4474.96	3340	0	15
2026.06.02	23:45:00	4474.96	4475.25	4469.07	4474.45	2262	0	15
2026.06.03	00:00:00	4474.38	4479.77	4473.90	4476.07	2409	0	15
2026.06.03	00:15:00	4476.07	4483.32	4474.55	4483.07	1909	0	15
2026.06.03	00:30:00	4483.07	4496.67	4481.41	4495.75	2280	0	15
2026.06.03	00:45:00	4495.75	4495.88	4485.73	4486.01	2097	0	15
2026.06.03	01:00:00	4486.01	4487.40	4466.97	4471.39	4507	0	15
2026.06.03	01:15:00	4471.44	4472.77	4464.08	4467.21	2791	0	15
2026.06.03	01:30:00	4467.21	4473.17	4464.98	4470.39	3431	0	15
2026.06.03	01:45:00	4470.39	4477.21	4470.17	4475.77	2638	0	15
2026.06.03	02:00:00	4475.78	4481.39	4472.89	4480.51	2801	0	15
2026.06.03	02:15:00	4480.51	4481.10	4474.11	4478.67	1721	0	15
2026.06.03	02:30:00	4478.67	4484.98	4475.06	4479.02	2152	0	15
2026.06.03	02:45:00	4479.02	4481.97	4473.00	4481.90	2379	0	15
2026.06.03	03:00:00	4481.90	4487.63	4481.80	4485.49	1992	0	15
2026.06.03	03:15:00	4485.49	4487.30	4483.11	4483.48	1483	0	15
2026.06.03	03:30:00	4483.48	4485.81	4483.16	4484.59	1110	0	15
2026.06.03	03:45:00	4484.59	4486.40	4482.55	4484.37	1035	0	15
2026.06.03	04:00:00	4484.37	4487.03	4484.02	4486.96	1320	0	15
2026.06.03	04:15:00	4486.96	4488.32	4477.12	4477.12	1404	0	15
2026.06.03	04:30:00	4477.12	4477.33	4470.90	4473.49	1501	0	15
2026.06.03	04:45:00	4473.49	4474.11	4468.44	4469.58	1317	0	15
2026.06.03	05:00:00	4469.58	4473.68	4467.39	4473.40	1999	0	15
2026.06.03	05:15:00	4473.40	4474.26	4466.23	4468.60	1648	0	15
2026.06.03	05:30:00	4468.60	4469.00	4459.18	4462.01	3221	0	15
2026.06.03	05:45:00	4462.01	4468.31	4456.63	4456.96	2551	0	15
2026.06.03	06:00:00	4456.98	4467.40	4456.76	4466.12	3800	0	15
2026.06.03	06:15:00	4466.12	4470.93	4459.05	4462.62	3500	0	15
2026.06.03	06:30:00	4462.62	4465.16	4457.32	4460.57	3751	0	15
2026.06.03	06:45:00	4460.57	4462.99	4455.35	4462.99	3072	0	15
2026.06.03	07:00:00	4462.99	4472.21	4459.95	4469.60	3430	0	15
2026.06.03	07:15:00	4469.60	4470.00	4456.20	4456.20	2933	0	15
2026.06.03	07:30:00	4456.20	4463.42	4454.37	4458.74	3539	0	15
2026.06.03	07:45:00	4458.76	4464.00	4452.63	4453.29	2742	0	15
2026.06.03	08:00:00	4453.29	4459.39	4450.96	4455.43	3143	0	15
2026.06.03	08:15:00	4455.46	4457.66	4450.57	4457.51	3152	0	15
2026.06.03	08:30:00	4457.52	4458.90	4454.46	4456.49	2787	0	15
2026.06.03	08:45:00	4456.49	4457.77	4440.16	4444.07	3314	0	15
2026.06.03	09:00:00	4443.84	4459.01	4441.66	4451.38	3268	0	15
2026.06.03	09:15:00	4451.38	4452.02	4439.46	4439.96	3246	0	15
2026.06.03	09:30:00	4439.91	4448.46	4438.99	4446.71	2994	0	15
2026.06.03	09:45:00	4446.64	4448.01	4440.61	4443.11	2656	0	15
2026.06.03	10:00:00	4443.08	4467.09	4440.96	4463.00	5079	0	15
2026.06.03	10:15:00	4463.00	4464.25	4453.64	4460.09	3783	0	15
2026.06.03	10:30:00	4460.09	4462.96	4453.37	4454.26	2465	0	15
2026.06.03	10:45:00	4454.26	4461.07	4453.63	4459.00	2320	0	15
2026.06.03	11:00:00	4459.00	4468.07	4459.00	4461.99	3297	0	15
2026.06.03	11:15:00	4462.00	4465.68	4459.13	4464.58	2421	0	15
2026.06.03	11:30:00	4464.58	4467.16	4459.37	4460.34	2470	0	15
2026.06.03	11:45:00	4460.34	4464.88	4458.55	4462.42	2575	0	15
2026.06.03	12:00:00	4462.55	4464.43	4457.21	4459.27	2877	0	15
2026.06.03	12:15:00	4459.27	4462.27	4452.06	4452.78	3491	0	15
2026.06.03	12:30:00	4452.78	4460.57	4448.25	4458.94	4046	0	15
2026.06.03	12:45:00	4458.94	4467.15	4455.47	4460.22	3894	0	15
2026.06.03	13:00:00	4460.22	4465.84	4457.92	4462.35	3861	0	15
2026.06.03	13:15:00	4462.35	4463.36	4445.99	4448.58	4088	0	15
2026.06.03	13:30:00	4448.58	4453.29	4427.62	4427.73	5673	0	15
2026.06.03	13:45:00	4427.30	4450.08	4426.47	4445.46	6239	0	15
2026.06.03	14:00:00	4445.46	4456.73	4442.49	4454.54	5881	0	15
2026.06.03	14:15:00	4454.64	4457.95	4445.99	4451.92	5207	0	15
2026.06.03	14:30:00	4451.75	4453.34	4447.11	4448.28	3691	0	15
2026.06.03	14:45:00	4448.23	4459.60	4447.98	4457.18	3629	0	15
2026.06.03	15:00:00	4457.27	4458.31	4445.06	4445.97	3619	0	15
2026.06.03	15:15:00	4445.97	4450.86	4439.51	4444.91	5334	0	15
2026.06.03	15:30:00	4444.93	4445.48	4436.78	4440.17	4454	0	15
2026.06.03	15:45:00	4440.14	4443.73	4438.10	4442.28	3264	0	15
2026.06.03	16:00:00	4442.18	4443.95	4437.25	4439.20	3767	0	15
2026.06.03	16:15:00	4439.16	4441.35	4434.06	4437.73	3471	0	15
2026.06.03	16:30:00	4437.68	4440.61	4435.40	4438.99	3452	0	15
2026.06.03	16:45:00	4438.99	4442.96	4437.13	4441.89	3121	0	15
2026.06.03	17:00:00	4441.89	4448.32	4441.72	4441.94	3390	0	15
2026.06.03	17:15:00	4441.94	4443.53	4437.92	4438.99	2857	0	15
2026.06.03	17:30:00	4438.64	4442.28	4435.72	4440.58	2665	0	15
2026.06.03	17:45:00	4440.56	4440.86	4436.98	4438.99	2335	0	15
2026.06.03	18:00:00	4438.99	4440.62	4435.55	4436.91	2428	0	15
2026.06.03	18:15:00	4436.92	4440.59	4435.59	4440.13	2558	0	15
2026.06.03	18:30:00	4440.13	4442.56	4436.98	4439.91	2550	0	15
2026.06.03	18:45:00	4439.91	4442.93	4439.52	4442.22	2052	0	15
2026.06.03	19:00:00	4442.20	4450.02	4441.57	4449.80	2625	0	15
2026.06.03	19:15:00	4449.80	4452.25	4446.56	4448.04	2475	0	15
2026.06.03	19:30:00	4448.12	4449.65	4446.66	4446.92	2288	0	15
2026.06.03	19:45:00	4446.92	4447.28	4443.05	4443.93	2690	0	15
2026.06.03	20:00:00	4443.90	4445.30	4438.46	4439.93	1864	0	15
2026.06.03	20:15:00	4439.93	4440.23	4436.92	4438.99	2163	0	28
2026.06.03	20:30:00	4438.99	4439.49	4432.31	4433.42	1949	0	28
2026.06.03	20:45:00	4433.42	4434.94	4430.31	4434.41	1666	0	28
2026.06.03	22:00:00	4432.31	4436.24	4430.67	4431.84	1566	0	28
2026.06.03	22:15:00	4431.84	4435.61	4424.01	4433.99	3242	0	28
2026.06.03	22:30:00	4433.99	4440.39	4433.39	4436.74	2974	0	28
2026.06.03	22:45:00	4436.75	4452.94	4436.62	4448.83	3392	0	28
2026.06.03	23:00:00	4448.96	4450.39	4445.44	4447.87	2190	0	15
2026.06.03	23:15:00	4447.87	4451.63	4447.29	4450.75	1657	0	15
2026.06.03	23:30:00	4450.75	4454.19	4445.91	4453.77	2028	0	15
2026.06.03	23:45:00	4453.77	4464.71	4453.70	4457.32	2537	0	15
2026.06.04	00:00:00	4457.32	4465.16	4453.00	4453.44	3217	0	15
2026.06.04	00:15:00	4453.44	4456.82	4447.55	4450.78	3321	0	15
2026.06.04	00:30:00	4450.78	4452.92	4444.07	4448.49	2739	0	15
2026.06.04	00:45:00	4448.49	4452.95	4445.13	4448.30	2596	0	15
2026.06.04	01:00:00	4448.36	4467.23	4443.48	4464.64	4466	0	15
2026.06.04	01:15:00	4464.50	4473.71	4459.80	4466.02	3671	0	15
2026.06.04	01:30:00	4466.02	4470.22	4458.90	4459.27	3822	0	15
2026.06.04	01:45:00	4459.27	4467.34	4457.08	4465.69	4492	0	15
2026.06.04	02:00:00	4465.75	4467.13	4455.55	4463.11	3582	0	15
2026.06.04	02:15:00	4463.11	4463.71	4458.78	4460.49	3179	0	15
2026.06.04	02:30:00	4460.48	4464.81	4458.01	4462.43	3497	0	15
2026.06.04	02:45:00	4462.43	4476.49	4462.43	4474.92	3874	0	15
2026.06.04	03:00:00	4474.91	4477.27	4470.51	4472.11	3460	0	15
2026.06.04	03:15:00	4472.11	4472.60	4465.85	4469.40	3052	0	15
2026.06.04	03:30:00	4469.40	4470.88	4461.00	4461.00	2609	0	15
2026.06.04	03:45:00	4460.66	4465.08	4458.41	4463.88	2462	0	15
2026.06.04	04:00:00	4463.90	4471.27	4461.71	4471.26	2198	0	15
2026.06.04	04:15:00	4471.26	4476.25	4470.08	4474.80	2309	0	15
2026.06.04	04:30:00	4474.80	4484.20	4474.70	4482.75	2851	0	15
2026.06.04	04:45:00	4482.73	4483.59	4478.58	4481.07	2021	0	15
2026.06.04	05:00:00	4481.17	4482.46	4471.46	4477.18	2224	0	15
2026.06.04	05:15:00	4477.17	4477.66	4470.95	4473.50	2016	0	15
2026.06.04	05:30:00	4473.45	4475.88	4470.85	4474.74	2935	0	15
2026.06.04	05:45:00	4474.67	4474.99	4467.00	4469.25	3076	0	15
2026.06.04	06:00:00	4469.25	4477.21	4468.14	4474.01	3293	0	15
2026.06.04	06:15:00	4473.96	4474.25	4466.92	4472.28	2847	0	15
2026.06.04	06:30:00	4472.15	4476.82	4469.09	4469.36	3050	0	15
2026.06.04	06:45:00	4469.38	4470.06	4462.92	4467.67	2684	0	15
2026.06.04	07:00:00	4467.81	4470.76	4462.28	4464.17	3338	0	15
2026.06.04	07:15:00	4464.17	4470.55	4461.90	4465.16	2687	0	15
2026.06.04	07:30:00	4465.16	4467.91	4459.96	4461.59	2516	0	15
2026.06.04	07:45:00	4461.53	4462.38	4459.64	4461.74	2362	0	15
2026.06.04	08:00:00	4461.72	4467.91	4459.79	4460.77	2956	0	15
2026.06.04	08:15:00	4460.80	4465.63	4458.41	4463.41	3473	0	15
2026.06.04	08:30:00	4463.78	4469.54	4460.16	4463.35	3422	0	15
2026.06.04	08:45:00	4463.38	4466.08	4459.67	4463.39	2584	0	15
2026.06.04	09:00:00	4463.39	4469.43	4461.07	4463.56	3058	0	15
2026.06.04	09:15:00	4463.57	4467.55	4463.02	4464.66	3130	0	15
2026.06.04	09:30:00	4464.66	4468.86	4461.75	4468.03	3057	0	15
2026.06.04	09:45:00	4468.03	4475.69	4467.55	4470.40	2791	0	15
2026.06.04	10:00:00	4470.41	4472.07	4468.02	4471.21	2572	0	15
2026.06.04	10:15:00	4471.21	4471.62	4464.33	4467.57	2148	0	15
2026.06.04	10:30:00	4467.56	4472.78	4466.51	4471.32	2129	0	15
2026.06.04	10:45:00	4471.32	4474.12	4468.51	4473.67	2362	0	15
2026.06.04	11:00:00	4473.69	4478.80	4468.79	4473.59	2973	0	15
2026.06.04	11:15:00	4473.59	4491.57	4473.53	4489.67	3388	0	15
2026.06.04	11:30:00	4489.71	4492.62	4482.30	4491.45	4095	0	15
2026.06.04	11:45:00	4491.45	4514.54	4491.45	4511.50	4737	0	15
2026.06.04	12:00:00	4511.42	4513.80	4491.60	4493.86	4520	0	15
2026.06.04	12:15:00	4493.89	4499.97	4491.34	4498.67	3252	0	15
2026.06.04	12:30:00	4498.67	4502.19	4497.06	4502.19	3272	0	15
2026.06.04	12:45:00	4502.17	4511.16	4499.03	4504.15	3984	0	15
2026.06.04	13:00:00	4504.06	4510.11	4500.36	4503.24	4196	0	15
2026.06.04	13:15:00	4503.27	4509.46	4501.83	4504.59	3368	0	15
2026.06.04	13:30:00	4504.67	4514.90	4502.21	4514.39	6213	0	15
2026.06.04	13:45:00	4514.50	4515.37	4495.60	4495.92	6208	0	15
2026.06.04	14:00:00	4495.92	4499.95	4485.98	4487.77	6107	0	15
2026.06.04	14:15:00	4487.78	4493.74	4484.14	4486.12	4794	0	15
2026.06.04	14:30:00	4486.17	4486.94	4472.34	4474.63	5323	0	15
2026.06.04	14:45:00	4474.85	4475.40	4457.42	4465.92	5813	0	15
2026.06.04	15:00:00	4466.01	4474.82	4464.09	4471.83	4654	0	15
2026.06.04	15:15:00	4471.79	4473.82	4469.19	4471.05	3521	0	15
2026.06.04	15:30:00	4470.99	4477.35	4469.77	4472.73	3070	0	15
2026.06.04	15:45:00	4472.71	4479.06	4470.12	4477.40	3282	0	15
2026.06.04	16:00:00	4477.41	4484.09	4475.36	4479.07	3500	0	15
2026.06.04	16:15:00	4479.11	4485.15	4479.10	4483.56	2597	0	15
2026.06.04	16:30:00	4483.56	4484.02	4479.83	4481.46	3260	0	15
2026.06.04	16:45:00	4481.46	4483.94	4480.46	4482.73	2934	0	15
2026.06.04	17:00:00	4482.66	4482.66	4475.90	4476.12	2216	0	15
2026.06.04	17:15:00	4476.09	4479.38	4474.09	4476.89	2675	0	15
2026.06.04	17:30:00	4476.78	4481.55	4476.23	4476.84	2621	0	15
2026.06.04	17:45:00	4476.84	4480.37	4476.83	4478.08	1941	0	15
2026.06.04	18:00:00	4478.07	4480.27	4476.04	4478.84	2156	0	15
2026.06.04	18:15:00	4479.01	4481.10	4477.44	4478.19	2035	0	15
2026.06.04	18:30:00	4478.21	4478.21	4472.66	4474.37	2099	0	15
2026.06.04	18:45:00	4474.37	4479.46	4473.89	4478.15	1853	0	15
2026.06.04	19:00:00	4478.15	4483.42	4476.24	4478.27	2093	0	15
2026.06.04	19:15:00	4478.27	4480.32	4477.56	4480.14	1769	0	15
2026.06.04	19:30:00	4480.13	4480.41	4477.44	4478.09	1786	0	15
2026.06.04	19:45:00	4477.98	4482.38	4476.91	4480.73	2506	0	15
2026.06.04	20:00:00	4480.83	4481.61	4477.88	4477.89	1393	0	15
2026.06.04	20:15:00	4477.78	4479.10	4476.66	4477.70	990	0	28
2026.06.04	20:30:00	4477.69	4477.69	4475.12	4475.12	1032	0	28
2026.06.04	20:45:00	4475.12	4475.92	4474.24	4475.30	936	0	28
2026.06.04	22:00:00	4473.75	4476.15	4473.71	4475.35	902	0	28
2026.06.04	22:15:00	4475.35	4480.86	4474.55	4478.88	1754	0	28
2026.06.04	22:30:00	4478.78	4481.49	4475.13	4475.13	1820	0	28
2026.06.04	22:45:00	4475.08	4476.06	4468.88	4469.62	1896	0	28
2026.06.04	23:00:00	4469.70	4474.18	4463.98	4471.05	2526	0	15
2026.06.04	23:15:00	4471.05	4473.59	4466.80	4469.45	1508	0	15
2026.06.04	23:30:00	4469.45	4469.80	4462.07	4463.52	1385	0	15
2026.06.04	23:45:00	4463.52	4466.24	4460.60	4461.94	2497	0	15
2026.06.05	00:00:00	4461.81	4465.09	4454.57	4455.41	3230	0	15
2026.06.05	00:15:00	4455.61	4457.80	4450.75	4457.63	3122	0	15
2026.06.05	00:30:00	4457.63	4467.06	4456.21	4463.24	2626	0	15
2026.06.05	00:45:00	4463.24	4466.54	4458.49	4459.33	2783	0	15
2026.06.05	01:00:00	4459.40	4470.01	4452.88	4460.07	4542	0	15
2026.06.05	01:15:00	4460.06	4465.12	4449.53	4458.69	4347	0	15
2026.06.05	01:30:00	4458.75	4459.76	4445.42	4446.20	3753	0	15
2026.06.05	01:45:00	4446.20	4450.95	4444.28	4446.87	3651	0	15
2026.06.05	02:00:00	4446.87	4451.03	4442.42	4449.53	3417	0	15
2026.06.05	02:15:00	4449.52	4455.12	4446.60	4451.31	2482	0	15
2026.06.05	02:30:00	4451.31	4451.87	4438.32	4442.98	3530	0	15
2026.06.05	02:45:00	4442.98	4450.01	4440.04	4440.64	3463	0	15
2026.06.05	03:00:00	4440.59	4441.27	4436.55	4440.95	3225	0	15
2026.06.05	03:15:00	4440.95	4443.96	4435.26	4436.79	3033	0	15
2026.06.05	03:30:00	4436.79	4442.56	4436.40	4441.05	2318	0	15
2026.06.05	03:45:00	4441.05	4443.40	4439.27	4442.46	1802	0	15
2026.06.05	04:00:00	4442.46	4444.60	4438.40	4441.74	2189	0	15
2026.06.05	04:15:00	4441.74	4443.78	4438.84	4439.64	2151	0	15
2026.06.05	04:30:00	4439.64	4444.12	4437.57	4440.85	2186	0	15
2026.06.05	04:45:00	4440.85	4446.57	4439.71	4445.09	2418	0	15
2026.06.05	05:00:00	4445.09	4450.15	4443.32	4449.03	2775	0	15
2026.06.05	05:15:00	4449.03	4449.30	4442.16	4444.85	2120	0	15
2026.06.05	05:30:00	4444.77	4447.90	4439.45	4443.59	3451	0	15
2026.06.05	05:45:00	4443.59	4448.24	4438.64	4440.00	2723	0	15
2026.06.05	06:00:00	4440.00	4442.63	4435.36	4436.60	4110	0	15
2026.06.05	06:15:00	4436.53	4446.52	4429.02	4442.50	3986	0	15
2026.06.05	06:30:00	4442.47	4450.10	4442.38	4448.41	3765	0	15
2026.06.05	06:45:00	4448.41	4456.08	4446.96	4452.86	3261	0	15
2026.06.05	07:00:00	4452.87	4463.48	4451.88	4458.57	3274	0	15
2026.06.05	07:15:00	4458.57	4467.29	4458.56	4467.17	3044	0	15
2026.06.05	07:30:00	4467.17	4467.25	4459.53	4462.11	2725	0	15
2026.06.05	07:45:00	4462.13	4465.13	4460.76	4460.90	2008	0	15
2026.06.05	08:00:00	4460.65	4463.44	4458.64	4461.17	3199	0	15
2026.06.05	08:15:00	4461.16	4467.00	4459.89	4467.00	2863	0	15
2026.06.05	08:30:00	4467.01	4468.23	4461.03	4461.85	2699	0	15
2026.06.05	08:45:00	4461.85	4464.51	4461.56	4462.70	1896	0	15
2026.06.05	09:00:00	4462.70	4469.16	4458.93	4466.06	3039	0	15
2026.06.05	09:15:00	4466.06	4469.35	4462.03	4462.94	3640	0	15
2026.06.05	09:30:00	4462.98	4466.18	4459.35	4465.92	2930	0	15
2026.06.05	09:45:00	4465.94	4469.23	4462.70	4464.92	2229	0	15
2026.06.05	10:00:00	4464.92	4465.22	4463.08	4465.22	1879	0	15
2026.06.05	10:15:00	4465.22	4468.09	4464.55	4466.02	1914	0	15
2026.06.05	10:30:00	4466.02	4466.93	4461.99	4464.61	1911	0	15
2026.06.05	10:45:00	4464.61	4467.97	4464.47	4467.01	1733	0	15
2026.06.05	11:00:00	4466.71	4467.08	4461.15	4461.53	2217	0	15
2026.06.05	11:15:00	4461.53	4466.22	4459.91	4466.05	2595	0	15
2026.06.05	11:30:00	4466.05	4467.24	4462.95	4464.94	2514	0	15
